Date,Sales,Cost Of Sales,Quantity Sold,daily_sale_price,Sale_YEAR,Sale_MONTH,Sale_DAY_OF_MONTH,Sale_DAY_NAME,DAY_OF_WEEK_CLASSIFICATION
2015-10-07,63968.38248,61942.84268,1622,63968.38248,2015,October,7,Wednesday,WEEKDAY
2015-10-08,59609.54471,57736.47666,1512,59609.54471,2015,October,8,Thursday,WEEKDAY
2015-10-09,126588.253,122622.3631,3211,126588.253,2015,October,9,Friday,WEEKDAY
2015-10-10,119755.0116,116003.6869,3037,119755.0116,2015,October,10,Saturday,WEEKEND
2015-10-11,57413.41048,55617.58464,1456,57413.41048,2015,October,11,Sunday,WEEKEND
2015-10-12,57749.13694,55933.00858,1465,57749.13694,2015,October,12,Monday,WEEKDAY
2015-10-13,40140.82003,38881.08844,1018,40140.82003,2015,October,13,Tuesday,WEEKDAY
2015-10-14,42195.81736,40869.24947,1070,42195.81736,2015,October,14,Wednesday,WEEKDAY
2015-10-15,53490.79747,51799.1659,1357,53490.79747,2015,October,15,Thursday,WEEKDAY
2015-10-16,110809.3158,107331.9805,2810,110809.3158,2015,October,16,Friday,WEEKDAY
2015-10-17,111527.0135,108023.6073,2829,111527.0135,2015,October,17,Saturday,WEEKEND
2015-10-18,59808.13867,57937.45866,1517,59808.13867,2015,October,18,Sunday,WEEKEND
2015-10-19,55166.22623,53436.89709,1399,55166.22623,2015,October,19,Monday,WEEKDAY
2015-10-20,42054.68047,40736.15048,1067,42054.68047,2015,October,20,Tuesday,WEEKDAY
2015-10-21,53678.17911,51999.86087,1361,53678.17911,2015,October,21,Wednesday,WEEKDAY
2015-10-22,55930.16864,54177.69006,1419,55930.16864,2015,October,22,Thursday,WEEKDAY
2015-10-23,185771.0015,192527.011,5042,185771.0015,2015,October,23,Friday,WEEKDAY
2015-10-24,253116.9132,262409.5694,6872,253116.9132,2015,October,24,Saturday,WEEKEND
2015-10-25,118618.4537,122915.267,3218,118618.4537,2015,October,25,Sunday,WEEKEND
2015-10-26,123320.784,128133.7786,3347,123320.784,2015,October,26,Monday,WEEKDAY
2015-10-27,117051.2772,122175.0003,3177,117051.2772,2015,October,27,Tuesday,WEEKDAY
2015-10-28,159299.9891,174699.0767,4532,159299.9891,2015,October,28,Wednesday,WEEKDAY
2015-10-29,119047.4099,124349.2655,3231,119047.4099,2015,October,29,Thursday,WEEKDAY
2015-10-30,285081.9743,297627.6907,7731,285081.9743,2015,October,30,Friday,WEEKDAY
2015-10-31,391656.2126,429832.8348,11148,391656.2126,2015,October,31,Saturday,WEEKEND
2015-11-01,274814.7781,287978.1749,7459,274814.7781,2015,November,1,Sunday,WEEKEND
2015-11-02,269555.0231,281915.1921,7316,269555.0231,2015,November,2,Monday,WEEKDAY
2015-11-03,192001.0346,201125.7755,5211,192001.0346,2015,November,3,Tuesday,WEEKDAY
2015-11-04,201367.787,220579.9956,5731,201367.787,2015,November,4,Wednesday,WEEKDAY
2015-11-05,111874.559,116637.0343,3036,111874.559,2015,November,5,Thursday,WEEKDAY
2015-11-06,214540.3331,223738.4327,5822,214540.3331,2015,November,6,Friday,WEEKDAY
2015-11-07,280264.2445,306935.1604,7987,280264.2445,2015,November,7,Saturday,WEEKEND
2015-11-08,134136.7287,140236.3033,3640,134136.7287,2015,November,8,Sunday,WEEKEND
2015-11-09,94243.46553,89949.30417,2338,94243.46553,2015,November,9,Monday,WEEKDAY
2015-11-10,131436.1979,143823.3864,3744,131436.1979,2015,November,10,Tuesday,WEEKDAY
2015-11-11,147893.9415,161665.6006,4216,147893.9415,2015,November,11,Wednesday,WEEKDAY
2015-11-12,140238.3905,153481.4534,4000,140238.3905,2015,November,12,Thursday,WEEKDAY
2015-11-13,358183.774,391310.3207,10204,358183.774,2015,November,13,Friday,WEEKDAY
2015-11-14,377937.1387,413010.229,10769,377937.1387,2015,November,14,Saturday,WEEKEND
2015-11-15,168729.9624,184673.4885,4803,168729.9624,2015,November,15,Sunday,WEEKEND
2015-11-16,177192.5698,193615.3037,5042,177192.5698,2015,November,16,Monday,WEEKDAY
2015-11-17,152368.7491,166625.365,4342,152368.7491,2015,November,17,Tuesday,WEEKDAY
2015-11-18,147471.8049,161402.9187,4202,147471.8049,2015,November,18,Wednesday,WEEKDAY
2015-11-19,145697.152,159317.6094,4151,145697.152,2015,November,19,Thursday,WEEKDAY
2015-11-20,301033.9865,328965.1433,8567,301033.9865,2015,November,20,Friday,WEEKDAY
2015-11-21,309518.0721,338720.0236,8811,309518.0721,2015,November,21,Saturday,WEEKEND
2015-11-22,152504.6317,167600.6509,4345,152504.6317,2015,November,22,Sunday,WEEKEND
2015-11-23,79711.58341,74375.78871,1937,79711.58341,2015,November,23,Monday,WEEKDAY
2015-11-24,111021.3791,121456.524,3160,111021.3791,2015,November,24,Tuesday,WEEKDAY
2015-11-25,243161.2592,266054.3699,6924,243161.2592,2015,November,25,Wednesday,WEEKDAY
2015-11-26,311443.1812,355343.8718,9273,311443.1812,2015,November,26,Thursday,WEEKDAY
2015-11-27,375876.0134,431325.6867,11257,375876.0134,2015,November,27,Friday,WEEKDAY
2015-11-28,434639.659,498895.6186,13019,434639.659,2015,November,28,Saturday,WEEKEND
2015-11-29,238637.8164,274093.578,7139,238637.8164,2015,November,29,Sunday,WEEKEND
2015-11-30,260653.667,283981.1507,7423,260653.667,2015,November,30,Monday,WEEKDAY
2015-12-01,262394.78,285838.5568,7474,262394.78,2015,December,1,Tuesday,WEEKDAY
2015-12-02,248437.7113,269807.6204,7056,248437.7113,2015,December,2,Wednesday,WEEKDAY
2015-12-03,201048.8305,219110.3932,5732,201048.8305,2015,December,3,Thursday,WEEKDAY
2015-12-04,317690.7609,345449.5299,9038,317690.7609,2015,December,4,Friday,WEEKDAY
2015-12-05,378527.8726,410385.037,10737,378527.8726,2015,December,5,Saturday,WEEKEND
2015-12-06,195425.3911,210461.3862,5505,195425.3911,2015,December,6,Sunday,WEEKEND
2015-12-07,90441.60337,83999.59125,2198,90441.60337,2015,December,7,Monday,WEEKDAY
2015-12-08,117649.0006,121640.3798,3190,117649.0006,2015,December,8,Tuesday,WEEKDAY
2015-12-09,141285.3955,145443.0466,3814,141285.3955,2015,December,9,Wednesday,WEEKDAY
2015-12-10,133183.6937,137725.8761,3610,133183.6937,2015,December,10,Thursday,WEEKDAY
2015-12-11,229672.2563,237672.0164,6227,229672.2563,2015,December,11,Friday,WEEKDAY
2015-12-12,333488.7979,359621.0749,9422,333488.7979,2015,December,12,Saturday,WEEKEND
2015-12-13,185422.8856,191390.4013,5014,185422.8856,2015,December,13,Sunday,WEEKEND
2015-12-14,173833.1332,179871.0533,4715,173833.1332,2015,December,14,Monday,WEEKDAY
2015-12-15,220271.7214,237123.3433,6212,220271.7214,2015,December,15,Tuesday,WEEKDAY
2015-12-16,234468.0712,251493.9089,6585,234468.0712,2015,December,16,Wednesday,WEEKDAY
2015-12-17,213778.1381,230994.3552,6051,213778.1381,2015,December,17,Thursday,WEEKDAY
2015-12-18,273563.0148,295854.5523,7750,273563.0148,2015,December,18,Friday,WEEKDAY
2015-12-19,337506.7884,362223.1609,9490,337506.7884,2015,December,19,Saturday,WEEKEND
2015-12-20,155312.7839,167421.9737,4382,155312.7839,2015,December,20,Sunday,WEEKEND
2015-12-21,289243.3831,312784.9743,8196,289243.3831,2015,December,21,Monday,WEEKDAY
2015-12-22,313125.3325,338299.6178,8863,313125.3325,2015,December,22,Tuesday,WEEKDAY
2015-12-23,268330.3927,249584.2152,6534,268330.3927,2015,December,23,Wednesday,WEEKDAY
2015-12-24,392228.138,364396.1942,9540,392228.138,2015,December,24,Thursday,WEEKDAY
2015-12-25,133728.9837,124363.5573,3256,133728.9837,2015,December,25,Friday,WEEKDAY
2015-12-26,82778.44405,76876.4927,2013,82778.44405,2015,December,26,Saturday,WEEKEND
2015-12-27,69522.83697,64616.07665,1692,69522.83697,2015,December,27,Sunday,WEEKEND
2015-12-28,133021.2728,123500.7878,3234,133021.2728,2015,December,28,Monday,WEEKDAY
2015-12-29,161267.5206,175378.1459,4592,161267.5206,2015,December,29,Tuesday,WEEKDAY
2015-12-30,208583.218,227060.2627,5945,208583.218,2015,December,30,Wednesday,WEEKDAY
2015-12-31,325457.525,353929.7384,9266,325457.525,2015,December,31,Thursday,WEEKDAY
2016-01-01,111650.2398,121448.2838,3179,111650.2398,2016,January,1,Friday,WEEKDAY
2016-01-02,262421.2819,285675.8457,7479,262421.2819,2016,January,2,Saturday,WEEKEND
2016-01-03,164527.5389,179308.9495,4694,164527.5389,2016,January,3,Sunday,WEEKEND
2016-01-04,274990.1465,299576.2414,7843,274990.1465,2016,January,4,Monday,WEEKDAY
2016-01-05,215737.8428,234642.0857,6150,215737.8428,2016,January,5,Tuesday,WEEKDAY
2016-01-06,98646.9827,91610.56,2401,98646.9827,2016,January,6,Wednesday,WEEKDAY
2016-01-07,74401.21529,68988.86126,1808,74401.21529,2016,January,7,Thursday,WEEKDAY
2016-01-08,106592.343,99021.68292,2594,106592.343,2016,January,8,Friday,WEEKDAY
2016-01-09,134629.6582,124963.4655,3274,134629.6582,2016,January,9,Saturday,WEEKEND
2016-01-10,90773.65306,84299.28824,2207,90773.65306,2016,January,10,Sunday,WEEKEND
2016-01-11,121373.0682,112550.4323,2949,121373.0682,2016,January,11,Monday,WEEKDAY
2016-01-12,99445.5571,92226.5181,2417,99445.5571,2016,January,12,Tuesday,WEEKDAY
2016-01-13,67587.54693,62760.35683,1644,67587.54693,2016,January,13,Wednesday,WEEKDAY
2016-01-14,61685.93524,57191.43932,1499,61685.93524,2016,January,14,Thursday,WEEKDAY
2016-01-15,150006.9298,139244.8958,3648,150006.9298,2016,January,15,Friday,WEEKDAY
2016-01-16,191287.3535,177577.2872,4652,191287.3535,2016,January,16,Saturday,WEEKEND
2016-01-17,92595.46084,86018.18961,2252,92595.46084,2016,January,17,Sunday,WEEKEND
2016-01-18,96947.05429,89961.3595,2357,96947.05429,2016,January,18,Monday,WEEKDAY
2016-01-19,70512.8945,65453.27639,1715,70512.8945,2016,January,19,Tuesday,WEEKDAY
2016-01-20,159590.4901,182351.1388,4776,159590.4901,2016,January,20,Wednesday,WEEKDAY
2016-01-21,67046.27342,61894.26256,1628,67046.27342,2016,January,21,Thursday,WEEKDAY
2016-01-22,266949.2388,294322.9272,7806,266949.2388,2016,January,22,Friday,WEEKDAY
2016-01-23,315272.2248,346093.067,9210,315272.2248,2016,January,23,Saturday,WEEKEND
2016-01-24,149138.9215,163505.713,4351,149138.9215,2016,January,24,Sunday,WEEKEND
2016-01-25,215171.0382,234621.5989,6278,215171.0382,2016,January,25,Monday,WEEKDAY
2016-01-26,205197.8984,221931.5801,5992,205197.8984,2016,January,26,Tuesday,WEEKDAY
2016-01-27,214452.2484,231730.2327,6265,214452.2484,2016,January,27,Wednesday,WEEKDAY
2016-01-28,195767.9736,210639.8482,5723,195767.9736,2016,January,28,Thursday,WEEKDAY
2016-01-29,397984.3293,437198.9296,11900,397984.3293,2016,January,29,Friday,WEEKDAY
2016-01-30,512603.1035,561872.206,15345,512603.1035,2016,January,30,Saturday,WEEKEND
2016-01-31,218104.0669,238662.1921,6525,218104.0669,2016,January,31,Sunday,WEEKEND
2016-02-01,339004.3369,371177.1869,10153,339004.3369,2016,February,1,Monday,WEEKDAY
2016-02-02,278116.3693,295645.6291,8116,278116.3693,2016,February,2,Tuesday,WEEKDAY
2016-02-03,264159.3006,280392.2736,7712,264159.3006,2016,February,3,Wednesday,WEEKDAY
2016-02-04,197778.1337,209372.2922,5759,197778.1337,2016,February,4,Thursday,WEEKDAY
2016-02-05,325749.0089,345287.8115,9501,325749.0089,2016,February,5,Friday,WEEKDAY
2016-02-06,371561.9764,393884.433,10840,371561.9764,2016,February,6,Saturday,WEEKEND
2016-02-07,174581.6768,185040.8173,5089,174581.6768,2016,February,7,Sunday,WEEKEND
2016-02-08,208489.3694,221372.8369,6087,208489.3694,2016,February,8,Monday,WEEKDAY
2016-02-09,84495.16667,74682.26682,2053,84495.16667,2016,February,9,Tuesday,WEEKDAY
2016-02-10,76661.25003,66379.5636,1825,76661.25003,2016,February,10,Wednesday,WEEKDAY
2016-02-11,64034.94046,55491.33853,1525,64034.94046,2016,February,11,Thursday,WEEKDAY
2016-02-12,148839.9749,129583.4921,3542,148839.9749,2016,February,12,Friday,WEEKDAY
2016-02-13,172541.5079,150538.9837,4105,172541.5079,2016,February,13,Saturday,WEEKEND
2016-02-14,87991.663,76378.50464,2094,87991.663,2016,February,14,Sunday,WEEKEND
2016-02-15,123445.3816,108669.2254,2940,123445.3816,2016,February,15,Monday,WEEKDAY
2016-02-16,77344.69187,68269.24884,1841,77344.69187,2016,February,16,Tuesday,WEEKDAY
2016-02-17,158963.0249,167521.5259,4529,158963.0249,2016,February,17,Wednesday,WEEKDAY
2016-02-18,69598.07115,61492.96831,1658,69598.07115,2016,February,18,Thursday,WEEKDAY
2016-02-19,161275.6022,143446.3583,3841,161275.6022,2016,February,19,Friday,WEEKDAY
2016-02-20,325215.0768,345446.0018,9260,325215.0768,2016,February,20,Saturday,WEEKEND
2016-02-21,96957.29584,86455.49438,2308,96957.29584,2016,February,21,Sunday,WEEKEND
2016-02-22,85224.47709,75960.71802,2028,85224.47709,2016,February,22,Monday,WEEKDAY
2016-02-23,54612.87884,49071.80254,1301,54612.87884,2016,February,23,Tuesday,WEEKDAY
2016-02-24,81530.61238,81738.05644,2213,81530.61238,2016,February,24,Wednesday,WEEKDAY
2016-02-25,160947.5326,162597.4968,4404,160947.5326,2016,February,25,Thursday,WEEKDAY
2016-02-26,188736.2474,183103.2337,4935,188736.2474,2016,February,26,Friday,WEEKDAY
2016-02-27,215951.5079,210032.7881,5609,215951.5079,2016,February,27,Saturday,WEEKEND
2016-02-28,134995.8545,129938.7058,3452,134995.8545,2016,February,28,Sunday,WEEKEND
2016-02-29,163079.378,160332.5894,4270,163079.378,2016,February,29,Monday,WEEKDAY
2016-03-01,180828.6741,182962.337,4719,180828.6741,2016,March,1,Tuesday,WEEKDAY
2016-03-02,171196.1752,174428.6809,4451,171196.1752,2016,March,2,Wednesday,WEEKDAY
2016-03-03,129719.0505,131961.9325,3364,129719.0505,2016,March,3,Thursday,WEEKDAY
2016-03-04,142127.6421,144039.4137,3665,142127.6421,2016,March,4,Friday,WEEKDAY
2016-03-05,152124.4079,153377.512,3889,152124.4079,2016,March,5,Saturday,WEEKEND
2016-03-06,74132.78702,74332.27948,1882,74132.78702,2016,March,6,Sunday,WEEKEND
2016-03-07,91143.02861,95167.52873,2405,91143.02861,2016,March,7,Monday,WEEKDAY
2016-03-08,60528.09336,62342.88117,1577,60528.09336,2016,March,8,Tuesday,WEEKDAY
2016-03-09,38340.59961,35918.33515,913,38340.59961,2016,March,9,Wednesday,WEEKDAY
2016-03-10,37453.00618,35108.20011,892,37453.00618,2016,March,10,Thursday,WEEKDAY
2016-03-11,77997.04501,73051.67554,1855,77997.04501,2016,March,11,Friday,WEEKDAY
2016-03-12,79752.28268,74962.8164,1897,79752.28268,2016,March,12,Saturday,WEEKEND
2016-03-13,37155.58848,34962.8305,883,37155.58848,2016,March,13,Sunday,WEEKEND
2016-03-14,45046.51321,42368.04535,1071,45046.51321,2016,March,14,Monday,WEEKDAY
2016-03-15,55489.33276,52263.05699,1320,55489.33276,2016,March,15,Tuesday,WEEKDAY
2016-03-16,41893.30316,39495.4559,997,41893.30316,2016,March,16,Wednesday,WEEKDAY
2016-03-17,34348.50419,32292.8376,817,34348.50419,2016,March,17,Thursday,WEEKDAY
2016-03-18,78276.83122,73746.75871,1866,78276.83122,2016,March,18,Friday,WEEKDAY
2016-03-19,92851.40266,87451.56618,2211,92851.40266,2016,March,19,Saturday,WEEKEND
2016-03-20,54845.7893,51625.51172,1304,54845.7893,2016,March,20,Sunday,WEEKEND
2016-03-21,48037.7999,45187.64158,1143,48037.7999,2016,March,21,Monday,WEEKDAY
2016-03-22,65905.72326,62023.8813,1573,65905.72326,2016,March,22,Tuesday,WEEKDAY
2016-03-23,84870.0513,81472.82718,2065,84870.0513,2016,March,23,Wednesday,WEEKDAY
2016-03-24,262459.5057,259298.4566,6588,262459.5057,2016,March,24,Thursday,WEEKDAY
2016-03-25,228124.398,222208.3504,5652,228124.398,2016,March,25,Friday,WEEKDAY
2016-03-26,162929.4921,161434.8151,4103,162929.4921,2016,March,26,Saturday,WEEKEND
2016-03-27,58359.83218,57681.56988,1466,58359.83218,2016,March,27,Sunday,WEEKEND
2016-03-28,85605.33192,85022.38092,2162,85605.33192,2016,March,28,Monday,WEEKDAY
2016-03-29,84836.41434,84595.21793,2155,84836.41434,2016,March,29,Tuesday,WEEKDAY
2016-03-30,64308.91422,68427.59467,1746,64308.91422,2016,March,30,Wednesday,WEEKDAY
2016-03-31,131168.4855,138589.1001,3554,131168.4855,2016,March,31,Thursday,WEEKDAY
2016-04-01,232410.198,245358.63,6282,232410.198,2016,April,1,Friday,WEEKDAY
2016-04-02,195831.0975,205442.8281,5259,195831.0975,2016,April,2,Saturday,WEEKEND
2016-04-03,90716.54789,95543.13365,2446,90716.54789,2016,April,3,Sunday,WEEKEND
2016-04-04,131638.0196,130700.1889,3345,131638.0196,2016,April,4,Monday,WEEKDAY
2016-04-05,81910.87262,79969.51055,2048,81910.87262,2016,April,5,Tuesday,WEEKDAY
2016-04-06,54821.90851,50800.00851,1303,54821.90851,2016,April,6,Wednesday,WEEKDAY
2016-04-07,155615.4194,171592.1259,4413,155615.4194,2016,April,7,Thursday,WEEKDAY
2016-04-08,264086.8938,291378.5798,7494,264086.8938,2016,April,8,Friday,WEEKDAY
2016-04-09,272761.2975,298164.4161,7738,272761.2975,2016,April,9,Saturday,WEEKEND
2016-04-10,104689.4279,113609.3043,2958,104689.4279,2016,April,10,Sunday,WEEKEND
2016-04-11,131170.5969,142022.8126,3713,131170.5969,2016,April,11,Monday,WEEKDAY
2016-04-12,123179.4894,132714.9602,3504,123179.4894,2016,April,12,Tuesday,WEEKDAY
2016-04-13,124431.0464,132889.0569,3534,124431.0464,2016,April,13,Wednesday,WEEKDAY
2016-04-14,162166.836,172225.6527,4601,162166.836,2016,April,14,Thursday,WEEKDAY
2016-04-15,354042.0232,373200.306,10045,354042.0232,2016,April,15,Friday,WEEKDAY
2016-04-16,327352.2614,345338.6281,9301,327352.2614,2016,April,16,Saturday,WEEKEND
2016-04-17,164809.303,175167.4288,4678,164809.303,2016,April,17,Sunday,WEEKEND
2016-04-18,151157.7943,159828.765,4294,151157.7943,2016,April,18,Monday,WEEKDAY
2016-04-19,126895.9365,133726.2806,3606,126895.9365,2016,April,19,Tuesday,WEEKDAY
2016-04-20,166395.4458,179020.5425,4838,166395.4458,2016,April,20,Wednesday,WEEKDAY
2016-04-21,167796.3548,182485.0989,4914,167796.3548,2016,April,21,Thursday,WEEKDAY
2016-04-22,351146.017,380098.1564,10269,351146.017,2016,April,22,Friday,WEEKDAY
2016-04-23,420738.8218,455415.3493,12317,420738.8218,2016,April,23,Saturday,WEEKEND
2016-04-24,186166.1508,202391.1787,5453,186166.1508,2016,April,24,Sunday,WEEKEND
2016-04-25,251449.5296,273255.0985,7372,251449.5296,2016,April,25,Monday,WEEKDAY
2016-04-26,280321.8107,302469.832,8211,280321.8107,2016,April,26,Tuesday,WEEKDAY
2016-04-27,313434.9333,337931.117,9182,313434.9333,2016,April,27,Wednesday,WEEKDAY
2016-04-28,257324.6031,276852.1799,7520,257324.6031,2016,April,28,Thursday,WEEKDAY
2016-04-29,455554.336,489215.0675,13321,455554.336,2016,April,29,Friday,WEEKDAY
2016-04-30,556865.2033,598925.6679,16276,556865.2033,2016,April,30,Saturday,WEEKEND
2016-05-01,354856.0449,380511.1592,10388,354856.0449,2016,May,1,Sunday,WEEKEND
2016-05-02,283284.5813,304997.8518,8298,283284.5813,2016,May,2,Monday,WEEKDAY
2016-05-03,297500.674,319786.3595,8717,297500.674,2016,May,3,Tuesday,WEEKDAY
2016-05-04,285968.4878,305506.9982,8364,285968.4878,2016,May,4,Wednesday,WEEKDAY
2016-05-05,237946.6327,254527.4155,6968,237946.6327,2016,May,5,Thursday,WEEKDAY
2016-05-06,340851.5059,364361.0329,9973,340851.5059,2016,May,6,Friday,WEEKDAY
2016-05-07,388187.6014,414644.6235,11363,388187.6014,2016,May,7,Saturday,WEEKEND
2016-05-08,139178.9841,148731.0905,4074,139178.9841,2016,May,8,Sunday,WEEKEND
2016-05-09,66400.30305,57741.73891,1579,66400.30305,2016,May,9,Monday,WEEKDAY
2016-05-10,42723.52446,37112.98506,1016,42723.52446,2016,May,10,Tuesday,WEEKDAY
2016-05-11,35014.39948,30393.74012,832,35014.39948,2016,May,11,Wednesday,WEEKDAY
2016-05-12,27210.40663,23570.15916,647,27210.40663,2016,May,12,Thursday,WEEKDAY
2016-05-13,79840.08825,69078.71414,1898,79840.08825,2016,May,13,Friday,WEEKDAY
2016-05-14,82484.44829,71426.01164,1961,82484.44829,2016,May,14,Saturday,WEEKEND
2016-05-15,51497.23734,44611.93968,1224,51497.23734,2016,May,15,Sunday,WEEKEND
2016-05-16,42871.83287,37139.30826,1019,42871.83287,2016,May,16,Monday,WEEKDAY
2016-05-17,39104.6391,33890.36043,930,39104.6391,2016,May,17,Tuesday,WEEKDAY
2016-05-18,34406.75001,29884.33059,818,34406.75001,2016,May,18,Wednesday,WEEKDAY
2016-05-19,39403.65856,34229.63192,937,39403.65856,2016,May,19,Thursday,WEEKDAY
2016-05-20,96830.90242,83926.0035,2302,96830.90242,2016,May,20,Friday,WEEKDAY
2016-05-21,99380.3946,86179.51339,2363,99380.3946,2016,May,21,Saturday,WEEKEND
2016-05-22,61656.18133,53463.73456,1466,61656.18133,2016,May,22,Sunday,WEEKEND
2016-05-23,69163.55737,59948.43871,1644,69163.55737,2016,May,23,Monday,WEEKDAY
2016-05-24,113112.865,117414.6989,3224,113112.865,2016,May,24,Tuesday,WEEKDAY
2016-05-25,253686.3025,268974.5707,7392,253686.3025,2016,May,25,Wednesday,WEEKDAY
2016-05-26,210305.2919,223289.0846,6138,210305.2919,2016,May,26,Thursday,WEEKDAY
2016-05-27,364087.4243,386499.8964,10624,364087.4243,2016,May,27,Friday,WEEKDAY
2016-05-28,397480.3695,421674.1019,11590,397480.3695,2016,May,28,Saturday,WEEKEND
2016-05-29,204028.1768,216777.3157,5959,204028.1768,2016,May,29,Sunday,WEEKEND
2016-05-30,172797.9351,183715.8072,5048,172797.9351,2016,May,30,Monday,WEEKDAY
2016-05-31,258970.6541,274386.0154,7542,258970.6541,2016,May,31,Tuesday,WEEKDAY
2016-06-01,368789.5726,391923.6596,10761,368789.5726,2016,June,1,Wednesday,WEEKDAY
2016-06-02,278071.3866,295548.2416,8120,278071.3866,2016,June,2,Thursday,WEEKDAY
2016-06-03,373959.362,396324.1787,10896,373959.362,2016,June,3,Friday,WEEKDAY
2016-06-04,402057.2529,426466.1322,11726,402057.2529,2016,June,4,Saturday,WEEKEND
2016-06-05,205719.4532,218408.1821,6007,205719.4532,2016,June,5,Sunday,WEEKEND
2016-06-06,177626.9501,188629.7542,5185,177626.9501,2016,June,6,Monday,WEEKDAY
2016-06-07,70441.90741,60910.7484,1675,70441.90741,2016,June,7,Tuesday,WEEKDAY
2016-06-08,162923.8496,173292.6811,4765,162923.8496,2016,June,8,Wednesday,WEEKDAY
2016-06-09,138752.5276,143791.4781,3953,138752.5276,2016,June,9,Thursday,WEEKDAY
2016-06-10,252458.2622,261502.3818,7190,252458.2622,2016,June,10,Friday,WEEKDAY
2016-06-11,293917.8525,311853.5205,8577,293917.8525,2016,June,11,Saturday,WEEKEND
2016-06-12,138350.1218,143346.6746,3943,138350.1218,2016,June,12,Sunday,WEEKEND
2016-06-13,130067.2756,134950.5665,3707,130067.2756,2016,June,13,Monday,WEEKDAY
2016-06-14,107168.6611,111173.1585,3054,107168.6611,2016,June,14,Tuesday,WEEKDAY
2016-06-15,224030.5544,237934.7342,6541,224030.5544,2016,June,15,Wednesday,WEEKDAY
2016-06-16,201918.2221,209095.5697,5749,201918.2221,2016,June,16,Thursday,WEEKDAY
2016-06-17,329344.2683,341253.3296,9385,329344.2683,2016,June,17,Friday,WEEKDAY
2016-06-18,308642.9772,327672.0415,9012,308642.9772,2016,June,18,Saturday,WEEKEND
2016-06-19,134472.4066,139385.8762,3831,134472.4066,2016,June,19,Sunday,WEEKEND
2016-06-20,143809.7206,148953.9109,4097,143809.7206,2016,June,20,Monday,WEEKDAY
2016-06-21,123252.1511,127533.0093,3509,123252.1511,2016,June,21,Tuesday,WEEKDAY
2016-06-22,40067.15121,34559.08452,953,40067.15121,2016,June,22,Wednesday,WEEKDAY
2016-06-23,143752.7368,155659.5337,4305,143752.7368,2016,June,23,Thursday,WEEKDAY
2016-06-24,389904.0086,422372.5816,11667,389904.0086,2016,June,24,Friday,WEEKDAY
2016-06-25,461280.7856,498910.329,13793,461280.7856,2016,June,25,Saturday,WEEKEND
2016-06-26,221578.6968,240449.6223,6641,221578.6968,2016,June,26,Sunday,WEEKEND
2016-06-27,253702.223,274426.0803,7593,253702.223,2016,June,27,Monday,WEEKDAY
2016-06-28,200616.0762,217104.5797,6007,200616.0762,2016,June,28,Tuesday,WEEKDAY
2016-06-29,211700.8132,229023.8107,6345,211700.8132,2016,June,29,Wednesday,WEEKDAY
2016-06-30,282757.7114,305894.1801,8482,282757.7114,2016,June,30,Thursday,WEEKDAY
2016-07-01,479010.1567,517742.1926,14344,479010.1567,2016,July,1,Friday,WEEKDAY
2016-07-02,454543.2858,490487.0246,13609,454543.2858,2016,July,2,Saturday,WEEKEND
2016-07-03,242185.1807,261534.912,7259,242185.1807,2016,July,3,Sunday,WEEKEND
2016-07-04,281531.6856,304052.477,8431,281531.6856,2016,July,4,Monday,WEEKDAY
2016-07-05,219363.2201,237026.3505,6577,219363.2201,2016,July,5,Tuesday,WEEKDAY
2016-07-06,204005.5822,219722.895,6098,204005.5822,2016,July,6,Wednesday,WEEKDAY
2016-07-07,69579.06846,59598.9178,1654,69579.06846,2016,July,7,Thursday,WEEKDAY
2016-07-08,87184.74003,74654.52042,2073,87184.74003,2016,July,8,Friday,WEEKDAY
2016-07-09,78700.43605,67367.38324,1871,78700.43605,2016,July,9,Saturday,WEEKEND
2016-07-10,39809.55909,34091.56966,946,39809.55909,2016,July,10,Sunday,WEEKEND
2016-07-11,45839.23877,39231.19537,1090,45839.23877,2016,July,11,Monday,WEEKDAY
2016-07-12,36851.76375,31574.32547,876,36851.76375,2016,July,12,Tuesday,WEEKDAY
2016-07-13,33225.67047,28489.0814,790,33225.67047,2016,July,13,Wednesday,WEEKDAY
2016-07-14,30423.39146,26053.79672,723,30423.39146,2016,July,14,Thursday,WEEKDAY
2016-07-15,80345.63766,68788.09454,1910,80345.63766,2016,July,15,Friday,WEEKDAY
2016-07-16,95297.33863,81655.85773,2266,95297.33863,2016,July,16,Saturday,WEEKEND
2016-07-17,45324.05453,38809.8089,1078,45324.05453,2016,July,17,Sunday,WEEKEND
2016-07-18,51604.11841,44222.78448,1227,51604.11841,2016,July,18,Monday,WEEKDAY
2016-07-19,37870.11903,32436.79597,900,37870.11903,2016,July,19,Tuesday,WEEKDAY
2016-07-20,42723.52446,36607.39066,1016,42723.52446,2016,July,20,Wednesday,WEEKDAY
2016-07-21,35169.91581,30133.31864,836,35169.91581,2016,July,21,Thursday,WEEKDAY
2016-07-22,61148.20501,52384.44748,1454,61148.20501,2016,July,22,Friday,WEEKDAY
2016-07-23,77171.7018,66113.83204,1835,77171.7018,2016,July,23,Saturday,WEEKEND
2016-07-24,40881.35491,35019.11264,972,40881.35491,2016,July,24,Sunday,WEEKEND
2016-07-25,43085.59501,36887.36617,1024,43085.59501,2016,July,25,Monday,WEEKDAY
