Date,Sales,Cost Of Sales,Quantity Sold,daily_sale_price,Sale_YEAR,Sale_MONTH,Sale_DAY_OF_MONTH,Sale_DAY_NAME,DAY_OF_WEEK_CLASSIFICATION
2016-07-26,43894.99343,37604.65842,1044,43894.99343,2016,July,26,Tuesday,WEEKDAY
2016-07-27,67780.72889,58196.14599,1611,67780.72889,2016,July,27,Wednesday,WEEKDAY
2016-07-28,51907.94315,44544.63074,1234,51907.94315,2016,July,28,Thursday,WEEKDAY
2016-07-29,93508.63389,80346.69413,2223,93508.63389,2016,July,29,Friday,WEEKDAY
2016-07-30,95343.59551,81874.28886,2267,95343.59551,2016,July,30,Saturday,WEEKEND
2016-07-31,59514.99233,51145.40334,1415,59514.99233,2016,July,31,Sunday,WEEKEND
2016-08-01,65133.9662,55946.05656,1548,65133.9662,2016,August,1,Monday,WEEKDAY
2016-08-02,70641.25372,60629.553,1679,70641.25372,2016,August,2,Tuesday,WEEKDAY
2016-08-03,48442.17148,41610.78394,1152,48442.17148,2016,August,3,Wednesday,WEEKDAY
2016-08-04,46291.37192,39783.36067,1101,46291.37192,2016,August,4,Thursday,WEEKDAY
2016-08-05,73453.14329,63386.49259,1746,73453.14329,2016,August,5,Friday,WEEKDAY
2016-08-06,71508.89795,61500.57465,1700,71508.89795,2016,August,6,Saturday,WEEKEND
2016-08-07,30066.12618,25872.48835,715,30066.12618,2016,August,7,Sunday,WEEKEND
2016-08-08,37726.6159,32490.13602,897,37726.6159,2016,August,8,Monday,WEEKDAY
2016-08-09,30831.69463,26577.07945,733,30831.69463,2016,August,9,Tuesday,WEEKDAY
2016-08-10,146811.4551,155135.6291,4282,146811.4551,2016,August,10,Wednesday,WEEKDAY
2016-08-11,99867.32962,103826.7014,2867,99867.32962,2016,August,11,Thursday,WEEKDAY
2016-08-12,210664.8628,220379.2767,6082,210664.8628,2016,August,12,Friday,WEEKDAY
2016-08-13,266271.0391,281658.4183,7771,266271.0391,2016,August,13,Saturday,WEEKEND
2016-08-14,123084.0391,129601.5272,3576,123084.0391,2016,August,14,Sunday,WEEKEND
2016-08-15,162727.5248,168580.1706,4649,162727.5248,2016,August,15,Monday,WEEKDAY
2016-08-16,114708.946,119758.0617,3302,114708.946,2016,August,16,Tuesday,WEEKDAY
2016-08-17,122318.9075,128298.3435,3536,122318.9075,2016,August,17,Wednesday,WEEKDAY
2016-08-18,112010.3445,117374.1916,3236,112010.3445,2016,August,18,Thursday,WEEKDAY
2016-08-19,229861.4703,241090.1336,6646,229861.4703,2016,August,19,Friday,WEEKDAY
2016-08-20,249981.2497,262145.1773,7220,249981.2497,2016,August,20,Saturday,WEEKEND
2016-08-21,136480.2491,143734.2272,3958,136480.2491,2016,August,21,Sunday,WEEKEND
2016-08-22,127369.8026,133350.1614,3672,127369.8026,2016,August,22,Monday,WEEKDAY
2016-08-23,43537.72816,37649.38753,1035,43537.72816,2016,August,23,Tuesday,WEEKDAY
2016-08-24,120407.4133,127699.4159,3549,120407.4133,2016,August,24,Wednesday,WEEKDAY
2016-08-25,226375.5431,240429.6855,6647,226375.5431,2016,August,25,Thursday,WEEKDAY
2016-08-26,337900.1782,358772.2504,9908,337900.1782,2016,August,26,Friday,WEEKDAY
2016-08-27,355069.5401,376755.5645,10393,355069.5401,2016,August,27,Saturday,WEEKEND
2016-08-28,153893.6852,163401.3292,4507,153893.6852,2016,August,28,Sunday,WEEKEND
2016-08-29,159625.7409,169479.1061,4672,159625.7409,2016,August,29,Monday,WEEKDAY
2016-08-30,133961.967,142299.9178,3924,133961.967,2016,August,30,Tuesday,WEEKDAY
2016-08-31,236305.1564,250572.4534,6918,236305.1564,2016,August,31,Wednesday,WEEKDAY
2016-09-01,313491.7351,333030.8757,9183,313491.7351,2016,September,1,Thursday,WEEKDAY
2016-09-02,370355.0017,392493.0827,10830,370355.0017,2016,September,2,Friday,WEEKDAY
2016-09-03,369091.0554,391842.5014,10800,369091.0554,2016,September,3,Saturday,WEEKEND
2016-09-04,209026.0197,222163.7289,6119,209026.0197,2016,September,4,Sunday,WEEKEND
2016-09-05,228177.3168,242589.5872,6685,228177.3168,2016,September,5,Monday,WEEKDAY
2016-09-06,154494.782,164108.8264,4519,154494.782,2016,September,6,Tuesday,WEEKDAY
2016-09-07,50736.47417,43830.19685,1206,50736.47417,2016,September,7,Wednesday,WEEKDAY
2016-09-08,43292.14924,37391.68089,1029,43292.14924,2016,September,8,Thursday,WEEKDAY
2016-09-09,77335.9186,69612.1267,1917,77335.9186,2016,September,9,Friday,WEEKDAY
2016-09-10,85070.23489,76591.85292,2108,85070.23489,2016,September,10,Saturday,WEEKEND
2016-09-11,48831.66611,44014.23202,1211,48831.66611,2016,September,11,Sunday,WEEKEND
2016-09-12,52075.15718,46884.14251,1291,52075.15718,2016,September,12,Monday,WEEKDAY
2016-09-13,30424.72626,27398.58813,755,30424.72626,2016,September,13,Tuesday,WEEKDAY
2016-09-14,20495.11303,18375.05261,508,20495.11303,2016,September,14,Wednesday,WEEKDAY
2016-09-15,40742.17168,36464.75981,1010,40742.17168,2016,September,15,Thursday,WEEKDAY
2016-09-16,69864.83699,62545.19068,1733,69864.83699,2016,September,16,Friday,WEEKDAY
2016-09-17,100120.7111,89572.40762,2482,100120.7111,2016,September,17,Saturday,WEEKEND
2016-09-18,49825.09704,44593.79688,1235,49825.09704,2016,September,18,Sunday,WEEKEND
2016-09-19,46566.46205,41660.44043,1155,46566.46205,2016,September,19,Monday,WEEKDAY
2016-09-20,37923.76586,34031.14949,940,37923.76586,2016,September,20,Tuesday,WEEKDAY
2016-09-21,50084.8127,44832.2126,1241,50084.8127,2016,September,21,Wednesday,WEEKDAY
2016-09-22,41885.82828,37565.47859,1039,41885.82828,2016,September,22,Thursday,WEEKDAY
2016-09-23,147503.5732,131964.5158,3657,147503.5732,2016,September,23,Friday,WEEKDAY
2016-09-24,151639.1838,135498.1632,3758,151639.1838,2016,September,24,Saturday,WEEKEND
